message,label,transformed_Message
"@endearingevania I sure wish I could go with you guys tmrw. But as per usual, school interferes. ",1,sure wish could go guy tmrw per usual school interfer
@widyatarina say what??? kal penn's leaving house?! noooooo!!! awww... i totally missed it tonight ,1,say kal penn leav hous noooooo awww total miss tonight
no! i lost a loyal ,1,lost loyal
played another hand very bad and lost half my stack ,1,play anoth hand bad lost half stack
It's 6.20pm - early days in a looooooong night at work ,1,pm earli day looooooong night work
@yaykimo It's sad it's the last season.  I wanna see when Spencer calls Lauren!,1,sad last season wanna see spencer call lauren
So Im done editing &quot;The Phipstape&quot;. Back 2 crack a brew and see what we got............. no trees though ,0,im done edit quot phipstap quot back crack brew see got tree though
@rj i don't know what half of that means ,1,dont know half mean
homework homework homework ,1,homework homework homework
"worked his heart out today, doubling my weight at each station. Result: Stiff and pulled muscles... OUCH! ",1,work heart today doubl weight station result stiff pull muscl ouch
@MeLaMachinko now i feel bad for unfollowing. ,1,feel bad unfollow
"So... Tired... God I hate the new job, and only two days in ",0,tire god hate new job two day
Sad about Kutner being killed off my fav show House! ,1,sad kutner kill fav show hous
happy for Coach Stringer (HOF c/o 2009!)...now if I can only finish my term paper on her ,1,happi coach stringer hof c finish term paper
I feel like shit. This is NOT the way I want to spend my birthday's eve ,1,feel like shit way want spend birthday eve
"so far i have 311 on all my sites put together,  most of them were me checking out the updates i made......",1,far site put togeth check updat made
has a lot on her mind. I needs to make some moneys. And ideas. Nowhere is hiring! ,1,lot mind need make money idea nowher hire
@emiliexclarkex miss you ,1,miss
@stephenkruiser I'm so sorry to hear about your dog ,1,im sorri hear dog
Too much internet. How it plagues me ,0,much internet plagu
i miss my ex soo much ,1,miss ex soo much
Sodding M25   http://twitpic.com/2y3y0,1,sod
oh I thought the pirate bay trial verdict was today :-s apparently it's in 10 days ,1,oh thought pirat bay trial verdict today appar day
@featherinair call me back. ,1,call back
"is in study hall now, and i will log off immediately.  http://plurk.com/p/mzxbg",1,studi hall log immedi
it so tired that im crying for no reason at all. im about to try to get an hour and a half in for tonight. half what i got last night. ,1,tire im cri reason im tri get hour half tonight half got last night
"I totally have like...  four girl options, and none of them seem viable ",1,total like four girl option none seem viabl
"so far i have 311 veiws on all my sites put together,  most of them were me checking out the updates i made......",1,far veiw site put togeth check updat made
Listening to Bjork's All is full of Love... crying ,1,listen bjork full love cri
"Omg the hills! Then I love money2, aww I think becky buckwild goes ",0,omg hill love money aww think becki buckwild go
is craving for some tantan nabe  http://plurk.com/p/mzxcs,1,crave tantan nabe
C'mon sean man ,1,cmon sean man
Watching &quot;a league of their own&quot;...makes me miss mint chocolate ice cream cones and my grand ma  fuck.,1,watch quot leagu quot make miss mint chocol ice cream cone grand fuck
"Lost my phone some where.maybe in the grass, its just so long, hope it doesn't rain ",1,lost phone mayb grass long hope doesnt rain
@tomatosalsa hope you aren't referring to me  say hello to your new stalker LOL,1,hope arent refer say hello new stalker lol
@brettyboo why were u sleeping?! Ur gonna be up all night now  how was ur bike ride?,1,u sleep ur gonna night ur bike ride
"@SLessard But, but, but . . I wanna listen to the masters too!  ",1,wanna listen master
"@Sephystryx I've been looking about for good stuff to write, but also been doing loads of uni work ",1,ive look good stuff write also load uni work
i feel unloved. dropped 2 tweeters ,1,feel unlov drop tweeter
"Off to London for the day on Thursday, it's gonna be raining, oh fab  won't see much on the London Eye! Still Robbie won't care bless him",1,london day thursday gonna rain oh fab wont see much london eye still robbi wont care bless
Completely wiped and reloaded the 8900.... Lost all BBM contacts    Going to bed sad.,1,complet wipe reload lost bbm contact go bed sad
@mykele sayyyy whaaaa? I wasn't invited... ,1,sayyyi whaaaa wasnt invit
Didn't sleep too bad considering I have a workshop starting today. Beginnings of a sore throat though ,1,didnt sleep bad consid workshop start today begin sore throat though
@astewart87 oh my gosh that made me emotional haha idk why!!! i dont want to get old ,1,oh gosh made emot haha idk dont want get old
We're going to post some stories manually due to Twitterfeed problem. That's why we've been so quiet lately .... ,0,go post stori manual due twitterfe problem that weve quiet late
i don't like lukewarm showers ,1,dont like lukewarm shower
@linuxfoundation - Who should I contact if I need a 1099 for freelance work I did on Linux.com throughout 2008? Never got one. ,1,contact need freelanc work linux com throughout never got one
"@skylineking722 connor, it's me, febi  are you really really mad at me??",1,connor febi realli realli mad
"Need some help?! Want to buy a Macbook pro, but still inlove with my old powerbook! ",1,need help want buy macbook pro still inlov old powerbook
@michaeltao man america is so .. borez anyway lol i just realized you sent me msgs on here. i had no idea. i have no flash ,1,man america borez anyway lol realiz sent msg idea flash
@hellivina @IHOPness g'knight lovely ladies. i'm sleepy now ,1,gknight love ladi im sleepi
Does anybody know how to get your electrolytes back in order? With a vitamin work? I feel sick. ,0,anybodi know get electrolyt back order vitamin work feel sick
"@sudam08  yes, someone hasn't been reading my posts properly  ",1,ye someon hasnt read post properli
Almost through with my Italian homework!  Weeeeee.... now if I only understood what I was doing.  ,1,almost italian homework weeeeee understood
Who turned the lights on? It will be time to get ip then ,1,turn light time get ip
@therealnph Twitter hates us both then.  ,0,twitter hate u
I hate the fact that I'm genuinely excited about my last tweet ,0,hate fact im genuin excit last tweet
@celesteclara i can't sleep either ,1,cant sleep either
"@TheBlondeTheory Between that and the Italy earthquake, it's been a very sad news day. ",1,itali earthquak sad news day
@champagnemanoir all rain today  . Garden really needs it so not quite so bad.,1,rain today garden realli need quit bad
Yawn yawn yawn!! 10 more minutes in bed ,1,yawn yawn yawn minut bed
@MajesticFlame ouch - sounds very sucky ,1,ouch sound sucki
@bengottlieb Great idea with the iTunes promo codes - they don't work in the UK iTunes store though ,1,great idea itun promo code dont work uk itun store though
@mattycus  *cry* ,1,cri
"@RumLover An empty rum barrel is a sad rum barrel. *shakes head* the horror, the horror.  ",1,empti rum barrel sad rum barrel shake head horror horror
It was a sleepless night ,1,sleepless night
@BillyBush she admitted to being a fake  ,1,admit fake
@BATMANNN  i love chutney......,1,love chutney
got highly bored today scanning 24 pages for daddy. Had to do it! ,0,got highli bore today scan page daddi
@misterphipps you cooked risotto without me!!??? ,1,cook risotto without
Keeeerrrrriiiiii!!!!  I really have nothing better to do then post on this thing at 224am.....wonderfullll. Says alot.,1,keeeerrrrriiiiii realli noth better post thing wonderfulll say alot
YAY FOR BASEBALL SEASON! boo to yankees losing their first game ,1,yay basebal season boo yanke lose first game
LOST sucks  ... because i have to work today,1,lost suck work today
omg exams killed me  how could i not know the difference between haif a circle and a hemisphere &lt;/3 &gt;,1,omg exam kill could know differ haif circl hemispher lt gt
In bed... I suddenly feel  I wish MA was here w/me... Goodnight TwitterFam,1,bed suddenli feel wish w goodnight twitterfam
@RachelCmrn I don't like goodnights ,1,dont like goodnight
Greaaat my lappy won't turn on  wtffffff,1,greaaat lappi wont turn wtffffff
"@M4RKM  You stuck in traffic then? My journey was traffic free this morning, if it's any help.",0,stuck traffic journey traffic free morn help
Lookin like an all-nighter. I hate it when I do this to myself ,0,lookin like allnight hate
@vernonhamilton You're a stranger   ,1,your stranger
"Debbugging old VB6 code, the day could have started better . . .  ",1,debbug old vb code day could start better
@toddlington only a quarter of a percent babe  darn,1,quarter percent babe darn
"Coming down with a cold or bad allergies. Either way, I'm miserable! ",1,come cold bad allergi either way im miser
"Can't believe Cutner is dead on House! Sad day.  in Santa Rosa, CA http://loopt.us/ORPL3A",0,cant believ cutner dead hous sad day santa rosa ca
Damnit I was really digging this season of Reaper  http://www.tv.com/story/13720.html?ref_story_id=13720&amp;ref_type=1101&amp;ref_name=story,1,damnit realli dig season reaper
"Gah, Comcast doubled our cable/internet bill w/out telling us, so we are quitting.  Can anyone suggest an affordable company in bay area?",1,gah comcast doubl cabl internet bill w tell u quit anyon suggest afford compani bay area
"Another early morn with the Duchess, although she hadn't managed to cross her legs this time ",1,anoth earli morn duchess although hadnt manag cross leg time
@alexbigman you left without saying hi! ,1,left without say hi
"l want, but I can't sleep ",1,l want cant sleep
"@TracyDowds When an Xbox shows those three red lights, it means it's dead and needs to be fixed for a month at Microsoft HQ. ",0,xbox show three red light mean dead need fix month microsoft hq
"A king sized bed is nice but sad and lonely with no hubby, puppy, or kitty   I am over this whole conferenceing thing.",1,king size bed nice sad lone hubbi puppi kitti whole confer thing
im boredd. gah  i wish i could just sleep and get it over with but ive had toooo muchh cooooffffeeeeeeeee  bahaha,1,im boredd gah wish could sleep get ive toooo muchh cooooffffeeeeeeee bahaha
@whyinthehell If I may butt in again.  I'm done being nosey.  sorry your conversation was just so interesting!,1,may butt im done nosey sorri convers interest
@smokey_robinson  you fell off my list...did I offend you?  ,1,fell list offend
"18 weeks till sisters home.. i missed her call, again! its the worst feeling in the world. ",1,week till sister home miss call worst feel world
gonna try to get some sleep in this hotel room ,1,gonna tri get sleep hotel room
@chimpytwit brilliant idea. just bring as much as you think you'll spend &amp; I'll swap you. bring a brolly ,1,brilliant idea bring much think youll spend amp ill swap bring brolli
@SimoneKali Get me an autograph and shout out! You have to record it though. My computer is dead so I can't listen. ,0,get autograph shout record though comput dead cant listen
rt @KimKardashian Khloe just got fired from the Apprentice ,0,rt khloe got fire apprentic
in biology class. my lip hurts ,1,biolog class lip hurt
Sorry for the next tweet... ,1,sorri next tweet
Grr not down to go to school today ,1,grr go school today
@jennlopez I had to get an HD tivo and just got it set up tonight in order to get channels 40 - 59. ,1,get hd tivo got set tonight order get channel
@mouthsex i asked everyone how they were doing yesterday and not a single tweet back ,1,ask everyon yesterday singl tweet back
@adame ruddy money!! i like it!! still waiting here.... oh what a surprise... by state too?? hmmm....... seriously!! ,1,ruddi money like still wait oh surpris state hmmm serious
@Kal_Penn I am so sad  Kutner was my favorite of the new team!!,1,sad kutner favorit new team
@MarcusMims wow i didn't get an &quot;hello&quot; u suck ,1,wow didnt get quot hello quot u suck
"bedtime, school tomorrow, and i still have no books  being broke suckssss",1,bedtim school tomorrow still book broke suck
Seating here helping my baby with his papers...well he is forcing me too seat with him  im sleepy,1,seat help babi paper well forc seat im sleepi
Synching my contacts from my old mobile to iPhone. Import does not work well ,1,synch contact old mobil iphon import work well
i can't concentrate ,1,cant concentr
I've just spent 1 hour to enter all the bureaucratic nonsense for March. What a waste of my time ,1,ive spent hour enter bureaucrat nonsens march wast time
Nw more confused then ever! ,1,nw confus ever
"Not feeling well again. Stupid migraine making my tummy upset.  and my whole body aches, shoot me now.",0,feel well stupid migrain make tummi upset whole bodi ach shoot
Reading Buyology before bedtime... great premise but only turning out to be an &quot;OK&quot; book - lots of info I already knew ,1,read buyolog bedtim great premis turn quot ok quot book lot info alreadi knew
"Home! I really wana sleep, but due to wasting my free line in town I have an assignment to finish ",1,home realli wana sleep due wast free line town assign finish
@hellobebe I also send some updates in plurk but i upload photos on twitter!  you didnt see any of my updates on plurk? Zero? ,1,also send updat plurk upload photo twitter didnt see updat plurk zero
omg... &quot;The Reader&quot; is making me ,1,omg quot reader quot make
"@cloudpimps d'oh! At least you're getting a decent exchange rate at the moment, sterling is still getting flogged ",0,doh least your get decent exchang rate moment sterl still get flog
tried to download tweetdeck but it wont download ,1,tri download tweetdeck wont download
There's an inch of snow on the ground (and counting). I'm worried about the poor flowers ,1,there inch snow ground count im worri poor flower
@dweeman why aren't you a happy camper? ,1,arent happi camper
"@dkoenigs thanks man.  I'm so very grateful.  I feel unworthy of such attention, though, because I'm in this because of myself... ",1,thank man im grate feel unworthi attent though im
@t_wolfe  i miss u too. i'm totally comin back tho! Lastnight was sooooooo much fun!,1,miss u im total comin back tho lastnight sooooooo much fun
@sniffinglue ohhh. I love it. ps I'm sad we didn't get to hang out ,1,ohhh love p im sad didnt get hang
And somehow I still end up in this place ,1,somehow still end place
"@kisluvkis oh that is very sad, poor boy. ",1,oh sad poor boy
"@JonathanRKnight @silver_tulip27 Um, that would be a hell no to the fugly poker dog pants on the cruise!  Hi Jonathan, sorry I missed you ",0,um would hell fugli poker dog pant cruis hi jonathan sorri miss
I'm doing my homework. It's gosh darn hard!! ,1,im homework gosh darn hard
definitely no vacation for me...   http://plurk.com/p/mzygb,1,definit vacat
'study group extraordinare' about to leave campus...some of torts outline finished-good thing-but sleepy as h*#@...will be back@ 7am ,1,studi group extraordinar leav campu tort outlin finishedgood thingbut sleepi h back
"Why can't airfare go down? Or, why do I have to live in Texas!! I don't know if I'll be able to make it to Iowa. ",1,cant airfar go live texa dont know ill abl make iowa
@j_stricko I found it pretty frustrating. stupid monkeys ,1,found pretti frustrat stupid monkey
"@lenesha but Im not feeling well, mommy... ",1,im feel well mommi
"@lovebscott Nope, I'm Right Along Wit' You! ",1,nope im right along wit
so a murder? gotcha.  Cant believe it,0,murder gotcha cant believ
@nbensalem i'm sitting at my house and i'm sooo not looking forward to my one class tomorrow. ,1,im sit hous im sooo look forward one class tomorrow
"Ordered some maternity clothes online, which came today. I got something strange I didn't order, not in my size. And stuff is missing. ",1,order matern cloth onlin came today got someth strang didnt order size stuff miss
@thesage1014 I wish I could! Gotta work though ,1,wish could gotta work though
@SeaGhostdesigns what happened to you on Saturday? You didnt show up... ,1,happen saturday didnt show
Can't fall asleep ,1,cant fall asleep
I have mouth ulcer  so painful to talk and eat! ,0,mouth ulcer pain talk eat
"@danphelan Urgh, it was just the video, and they cut the Robots part!!! ",1,urgh video cut robot part
my dog can't move anymore. praying that he will be okay ,1,dog cant move anymor pray okay
@Kal_Penn you were pretty much my fave...not much reason to watch now ,1,pretti much fave much reason watch
@Artistbabee but tht's annoying &amp;definitely not bitchy enough  he def broke like everything in me. he prolly doesn't even kno oct. 5!,1,tht annoy amp definit bitchi enough def broke like everyth prolli doesnt even kno oct
@mileycyrus hahaha dont be like that one time in NY when you got 30 mins of sleep then got sick  love you!!,0,hahaha dont like one time ny got min sleep got sick love
@normalguyguide I can't! I have so much to learn about WWI by tomorrow at noon! ,1,cant much learn wwi tomorrow noon
New Post!  http://tinyurl.com/cexkqy,1,new post
@graemearcher I am sad about Innocent selling out too! ,1,sad innoc sell
dang won't be able to get to any workshops run by web directions ,1,dang wont abl get workshop run web direct
"@BenPritchett goodness me, how did you find me?? it's good to hear from you Ben! I still have your video game and book...I apologize ",1,good find good hear ben still video game book apolog
Jap girls ? They're leaving! ,1,jap girl theyr leav
my poor little girl has a baaaad rash on her bum and isnt feeling good ,1,poor littl girl baaaad rash bum isnt feel good
@nicolerichie yes! we had the VHS. i cried when the old man died ,1,ye vh cri old man die
"Argh, got up early for Girls Aloud on Freshly Squeezed and it was just the video ",1,argh got earli girl aloud freshli squeez video
"#travian Total cost of the atk for the aggressor: 273,310 resources all said and done. I'm guessing he's not going to let that slide. ",1,travian total cost atk aggressor resourc said done im guess he go let slide
waiting for kelly's call. ,1,wait kelli call
"mhm, not having a good day  blah blah blah",1,mhm good day blah blah blah
"@octopuseatspie I GOT THE I CAN HAS CHEZBURGER BOOK FROM THE LOBO, AND YOU ARE NOT HERE TO LOOK AT IT WIF ME ",1,got chezburg book lobo look wif
"I'm trying to work on my last assignment of the year, but I just can't get that spark. All I want to do is lay in the grass and read. ",1,im tri work last assign year cant get spark want lay grass read
@robertfperez ugh of course not  Just thursday and friday..sat I have both kids,1,ugh cours thursday friday sat kid
@Kal_Penn OH MY GOSH. I'M STILL ~EMOTIONALLY~ DYING AT THE FACT THAT KUTNER'S GONE! Arggg.  Kal ily. ,1,oh gosh im still emot die fact kutner gone arggg kal ili
@kaozdesign  I think I found my face...unfortunately. You didn't find yours yet?  ,1,think found face unfortun didnt find yet
seeing that shouldnt have made my stomach flip like it did ,1,see shouldnt made stomach flip like
Headache... Pleeeease go away ,1,headach pleeeeas go away
@siddharth_ind yeah i do. i have an application that runs every few minutes to do that but its the add-ons. they conflict all the time ,1,yeah applic run everi minut addon conflict time
Pretty good coaching with exceptional talent trounces exceptional coaching and pretty good talent. MSU ,1,pretti good coach except talent trounc except coach pretti good talent msu
I hate Tuesdays ,0,hate tuesday
@gracedent it's her &quot;hair&quot; I can't deal with ,1,quot hair quot cant deal
Feel like I'm stuck in a rut. Waiting to hear back from schools is killing me.  Also decided to take a break from #wow for awhile.,0,feel like im stuck rut wait hear back school kill also decid take break wow awhil
i need new glasses...mines is hangnon 1 arm ,1,need new glass mine hangnon arm
Meat Week Day 3: Tummy hurts every night ,1,meat week day tummi hurt everi night
Why isn't there a &quot;fake&quot; Verruca on Twitter?... Now i'm sad. ,1,isnt quot fake quot verruca twitter im sad
On the phone with the bestie than shower.. Confused I don't know what to do ,1,phone besti shower confus dont know
"@Sirrah21 Aww poor froofroo, this is way too late for you ",1,aww poor froofroo way late
i miss my 808 fam ,1,miss fam
@OfficialPRofOZ she sed puerto rican ,1,sed puerto rican
@JoeFernandez @klout your not thinking of selling are you? ,1,think sell
"@simX Yeah. I always slow down at the end  ��also, take that! I win.",1,yeah alway slow end also take win
"@pornstartweet i wanna go, but I am only 20!!!! ",1,wanna go
@LoveMeagan how i mss the snippet hun?..wts it of may i ask?..i wanna hear ,1,ms snippet hun wt may ask wanna hear
"I know! Big love, true blood and united states of tara have too long of waits between seasons! ",1,know big love true blood unit state tara long wait season
@sensesdestroyer I wanna go to lamb of god ,1,wanna go lamb god
is sad she has lost her HN arm band...it just disappeared ,1,sad lost hn arm band disappear
set my alarm to wake up... wanted to speak to my sis in Africa on Skype - I miss her sooo much ,1,set alarm wake want speak si africa skype miss sooo much
awh damn! my puppy has ticks ,1,awh damn puppi tick
"|H|ouse made me sad. Oh, Kutner ",1,h ous made sad oh kutner
Why do I keep looking...I know that what I read is gonna hurt but I still look! I guess it's just a girl thing &amp; I need to get over him. ,1,keep look know read gonna hurt still look guess girl thing amp need get
needs hugs/snuggles... ,1,need hug snuggl
"@Health4UandPets saw the one with a GSD covered in them, and I could not stop crying. I just bawled and bawled ",1,saw one gsd cover could stop cri bawl bawl
Rachel and jessy r making me work out  thanks you guy,1,rachel jessi r make work thank guy
I'm wishing I had more time ,1,im wish time
@mycaricature The only bit that got me really was when he said Babs was a bad mum  I'm sure that hurts her even though she's laughing.,1,bit got realli said bab bad mum im sure hurt even though she laugh
I am not wanting to go to school tomorrow. ,1,want go school tomorrow
Used the term &quot;Fail Whale&quot; to a client on a pitch last night. From their incomprehension corp twitter is being done much lower in the org ,0,use term quot fail whale quot client pitch last night incomprehens corp twitter done much lower org
@rootbeerfloats8 You hate Billy now?! ,0,hate billi
On a 2-day work-week..fast-forward to Thursday please ,1,day workweek fastforward thursday pleas
@snaprebelx omg i love that show. i would be so mad. i feel ur pain im sorry they spoiled it for u ,0,omg love show would mad feel ur pain im sorri spoil u
Is it possible to die from coughing? It SUCKS being ill ,1,possibl die cough suck ill
cant believe i have to go all the way to Barnes for work today....instead of a 5minute walk to St Johns Wood ,1,cant believ go way barn work today instead minut walk st john wood
@paulieseow hahahahahah i can easily make ice milo but its just not the same ,1,hahahahahah easili make ice milo
why do both of my best friends have to be shitty simultaneously?  Can u at least take turns hurting my feelings? jerks..    going 2 sleep.,1,best friend shitti simultan u least take turn hurt feel jerk go sleep
My #art is regressing... ,1,art regress
@onlysweeter I don't know the dance. ,1,dont know danc
@laurwee_boo im ok I guess had a hard day ,1,im ok guess hard day
Jade is looking for a new home...  http://apps.facebook.com/dogbook/profile/view/4744827,1,jade look new home
damnnn! i missed 11:11 ,1,damnnn miss
"@sarahprout tweetfinder hates me  and I was having trouble with background on twitter,what do you think?",0,tweetfind hate troubl background twitter think
@Twilighter4Life lol yeh ill be studying  stupid uni. only 2 more weeks and im on holidays! YAY! plus my birthday next week woot,1,lol yeh ill studi stupid uni week im holiday yay plu birthday next week woot
"@transbay &quot;SFMTA Budget Proposal Hearing: tomorrow, April 7 at 2:00 pm (City Hall, Room 400). Sadly, I cannot attend.&quot; Me neither. ",1,quot sfmta budget propos hear tomorrow april pm citi hall room sadli cannot attend quot neither
is afraid that her G.I. notes will not read themselves. ,1,afraid g note read
*Sigh* Rain??? Why did you decide to show up? Move away! You were not invited to the Tuesday-party  (this is not the start I hoped for),1,sigh rain decid show move away invit tuesdayparti start hope
"_secretgarden_ I haven't gotten any porn spammers  I don't check my followers, but haven't had any tweets like that.",0,secretgarden havent gotten porn spammer dont check follow havent tweet like
Somebody is selling the Japan only release of my first album on E Bay for $25. Damn thats it? A classic is worth more than that! ,1,somebodi sell japan releas first album e bay damn that classic worth
@charleneli Disqus now integrates conversations on many platforms. haven't heard abt JS-Kit ,1,disqu integr convers mani platform havent heard abt jskit
and they advertising fake louis bags as 100% authentic on google  i'm pissed!,1,advertis fake loui bag authent googl im piss
Can't sleep  dam naps lol... and its hot,1,cant sleep dam nap lol hot
Why do I keep looking...I know that what I read is gonna hurt but I still look! I guess it's just a girl thing. ,1,keep look know read gonna hurt still look guess girl thing
"@henrygooden @oddchicken I went there about a month and a half ago, was still open then. Smelt really good, but I was getting sick ",0,went month half ago still open smelt realli good get sick
is ready to go to bed..long day tomorrow ,1,readi go bed long day tomorrow
job searching.....FYI: Yahoo HOT JOBS suck! .. im never going to find a job ,1,job search fyi yahoo hot job suck im never go find job
"No electricity today, so no tweets. ",1,electr today tweet
@big_think Can Zack tell me how to edit my Bio/Profile? Why create a login at a different co's site to get an answer from BT TechHelp? ,1,zack tell edit bio profil creat login differ co site get answer bt techhelp
"Morning all, starving and dying for a cuppa but can't cos off to docs for fasting blood test in a little while ",1,morn starv die cuppa cant co doc fast blood test littl
Very tired this morning - no idea why! Great start to the day ,1,tire morn idea great start day
"Morning All, I'm back from my little break from the computer. back to work again today ",1,morn im back littl break comput back work today
At mobilityvic.org launch.  No grog  nice video from PWC though,1,mobilityv org launch grog nice video pwc though
still no &quot;followers&quot;   please some1 inform me on how this works????,1,still quot follow quot pleas inform work
misses him right now. i need a hug ,1,miss right need hug
Tried to get up earlier today........didn't work out ,1,tri get earlier today didnt work
Omg revisions revisions revisions! I feel like I wasted an amazingly beautiful day today doing pointless work ,1,omg revis revis revis feel like wast amazingli beauti day today pointless work
Foot is out of commission  ouch! Running this morning did not help...not smart.,0,foot commiss ouch run morn help smart
"About to shower, which I hope will wake me up at last. Oh, and the synth experiments yielded nothing last night ",1,shower hope wake last oh synth experi yield noth last night
is really bored and really sleepy...and mad she can't find a custom lanyard maker that wont make me buy 1000000 minimum ,1,realli bore realli sleepi mad cant find custom lanyard maker wont make buy minimum
@cmykevin ooh nice! but williams sonoma already got to me. ,1,ooh nice william sonoma alreadi got
I've finally given in. Now at Malaysian restaurant waiting for nasi lemak and teh Tarik. Mereka tak faham bm...  http://twitpic.com/2y4bh,1,ive final given malaysian restaur wait nasi lemak teh tarik mereka tak faham bm
Waitin 4 the theory test centre 2 open ,1,waitin theori test centr open
"got woken up this mornng at 7am - damn Lorry , van and car accident just outside on our main road also causing car alarms to go off.  ",1,got woken mornng damn lorri van car accid outsid main road also caus car alarm go
I think I need to get laid. Sad revolution I had earlier rofl ,1,think need get laid sad revolut earlier rofl
@ourcitylight that was so sudden!! ,1,sudden
Now i want Amanita  ...someone made me feel unliving.,1,want amanita someon made feel unliv
@lanaRISQUE hahahahhha!! hows your food poisening going? has it gone away? ,1,hahahahhha how food poisen go gone away
@MissxMarisa haven't heard from Hannah at all yet!! it's very disappointing ,1,havent heard hannah yet disappoint
@hutsoncap  everything alright?,1,everyth alright
is procrastinating... i feel ill.. but don't want to go to bed.  ,1,procrastin feel ill dont want go bed
@danielhalpin Gonna try and find a sports bar to watch that at... not got a chance though I don't think ,1,gonna tri find sport bar watch got chanc though dont think
wants to go home and watch The Hills ,1,want go home watch hill
@sarmar I guess I'm out of funny ,1,guess im funni
@moethebeat aww moe! I was planning on leaving tomorrow evening  are you gonna be in town by chance?,0,aww moe plan leav tomorrow even gonna town chanc
"i wanna write, but i'm not cool enough to make up a storylineee. ",1,wanna write im cool enough make storylinee
"@Gripping agreed! love the sound, but hates how everyone knows them ",0,agre love sound hate everyon know
@brendamew2 no art tomorrow.  and nice to see you've joined twitter!,1,art tomorrow nice see youv join twitter
"Sigh, I think my PMS is making my mind totally over-analyse things and making me sad ",1,sigh think pm make mind total overanalys thing make sad
@doriantaylor I had one outside my patio. I named him Rex. Then the gardner took him down. RIP Rex ,1,one outsid patio name rex gardner took rip rex
Ooops. Just ate a panini from W-mart cold that says it needed to be thoroughly cooked. It didn't taste raw. I die nao from f. poisoning? ,0,ooop ate panini wmart cold say need thoroughli cook didnt tast raw die nao f poison
Good morning for a very rainy France  No gardening for me today.,1,good morn raini franc garden today
"If ever there was a day for staying in bed, today is it ",1,ever day stay bed today
Got to take Cleo to the vets. Not sure what's wrong with her but she's feeling very sorry for herself. ,1,got take cleo vet sure what wrong she feel sorri
"today is day 1 of my fast &amp; i feel i may break b4 i go 2 bed  i must hold out til the end of the wk! must stayed focused, wish me luck...",1,today day fast amp feel may break b go bed must hold til end wk must stay focus wish luck
Extremely jealous... ,1,extrem jealou
@kimmyawesome Ohhhh that sucks  I love the summer set.,1,ohhhh suck love summer set
@daydee tell it you forgot your password &amp; it will give you a new one. it's the only way I can prevent tons of spam ,0,tell forgot password amp give new one way prevent ton spam
bedtime. wake up call at 7am ,1,bedtim wake call
So glad I made it through work - with an extra hour too and my paycheck.  Still waiting on the one I lost though ,1,glad made work extra hour paycheck still wait one lost though
"Mum's been taken to hospital, they don't know what's wrong, she's been vomiting since yesterday. Rushing back to get to the hospital ",1,mum taken hospit dont know what wrong she vomit sinc yesterday rush back get hospit
congested nose ,1,congest nose
Can't sleep. Need to talk to someone. ,1,cant sleep need talk someon
"@penalba por favor decime ke no estas involucrado en esa pagina nicatrolls, they're THE CANCER that's killing /b/ ",1,por favor decim ke esta involucrado en esa pagina nicatrol theyr cancer that kill b
"too cold and tired to write good twitter. everyone was obeying the cops tonight, total dissappointment. we were so close ",1,cold tire write good twitter everyon obey cop tonight total dissappoint close
Lifee Gets Worsee &amp;&amp; Worsee ,1,life get worse amp amp worse
@dnwallace - I am shuddering and shaking too ,1,shudder shake
"Sorting brekkie for the kids then off to the horrible place called work, boohoo ",1,sort brekki kid horribl place call work boohoo
my condolences to natasha richardson's family ,1,condol natasha richardson famili
@LittleYellowJen what do don't think ily?? nawwww ,1,dont think ili nawwww
Where's Derrick  http://ff.im/-1XWXs,1,where derrick
Needs to stop sleeping all day.. Causes some problems when you're wide awake at 2:45am... ,0,need stop sleep day caus problem your wide awak
missed today's ELLEN ,1,miss today ellen
I suddenly miss my Flintstones vitamin tablets  SOOOO GOOOOD,1,suddenli miss flintston vitamin tablet soooo gooood
@mattpro13 legitimately good cops out there ,1,legitim good cop
@onlytosee Twitter's been doing that to me tooo. ,1,twitter tooo
@pealuh I think I need to go to Twitterholics Anonymous...... ,1,think need go twitterhol anonym
@lizhenry we haven't heard from her or sha. ,1,havent heard sha
my heart has been broken. ,1,heart broken
i forgot how to sleep ,1,forgot sleep
Morning everyone! In serious need of some decent coffee.. why isn't the catering open yet at 08.30? ,1,morn everyon seriou need decent coffe isnt cater open yet
@mostazzza Im sorry I've failed you ,0,im sorri ive fail
@CodaQueen oh wait he does have 1 in Oakland on the 18th. Can't understand why he only has 1 &amp; in Oakland ,1,oh wait oakland th cant understand amp oakland
is missing talking to my bff on da phone!!!! ,1,miss talk bff da phone
wondering why I am so stupid  Need to eat more fish I guess *sigh*...,1,wonder stupid need eat fish guess sigh
i miss my old friends from elementary ans middle school ,1,miss old friend elementari an middl school
@twitter please fix this http://sp2.ro/5b7bdb because it brakes all external twitter avatar searches ,1,pleas fix brake extern twitter avatar search
looks like i've missed out on yet another job  someone please employ me! Haha,1,look like ive miss yet anoth job someon pleas employ haha
"@tacce dang, I'll get HOUSE off iTunes. I hear it was a devastating episode ",1,dang ill get hous itun hear devast episod
Wow.... the shout box has kicked me out and I can't get back in. I guess this means good night ,1,wow shout box kick cant get back guess mean good night
Slideshare's embed code is annoying me.  Sorry about the tiny embed  #fail,0,slideshar emb code annoy sorri tini emb fail
